0; 0
1; 2374
2; 2375
3; 2403
4; 2453
5; 2402
6; 2402
7; 2398
8; 2398
9; 2398
10; 2398
11; 2397
12; 2406
13; 2396
14; 2406
15; 2406
16; 0
17; 2395
18; 2395
19; 0
20; 2395
21; 2412
22; 2410
23; 2410
24; 2408
25; 2407
26; 2407
27; 2405
28; 2405
29; 2406
30; 2406
31; 2440
32; 2413
33; 2413
34; 2415
35; 2415
36; 0
37; 2413
38; 2412
39; 2412
40; 0
41; 2412
42; 2412
43; 2395
44; 0
45; 2395
46; 2395
47; 2395
48; 2472
49; 0
50; 0
51; 0
52; 0
53; 0
54; 0
55; 0
56; 0
57; 0
58; 0
59; 2415
60; 0
61; 0
62; 0
63; 0
64; 0
65; 0
66; 0
67; 0
68; 0
69; 0
70; 0
71; 0
72; 0
73; 0
74; 0
75; 0
76; 0
77; 2472
78; 2472
79; 2472
80; 2472
81; 0
82; 0
83; 0
84; 0
85; 0
86; 0
87; 2473
88; 0
89; 2476
90; 2473
91; 2473
92; 290
93; 290
94; 0
95; 2479
96; 2479
97; 2479
98; 290
99; 2490
100; 2479
101; 2481
102; 2481
103; 2481
104; 0
105; 2490
106; 2475
107; 2475
108; 2474
109; 2393
110; 2392
111; 0
112; 0
113; 0
114; 2489
115; 0
116; 0
117; 2390
118; 2389
119; 0
120; 2489
121; 0
122; 2492
123; 0
124; 2388
125; 2387
126; 0
127; 2494
128; 2386
129; 2385
130; 0
131; 2493
132; 2385
133; 2383
134; 2383
135; 2384
136; 0
137; 2493
138; 2491
139; 0
140; 2491
141; 2482
142; 2484
143; 0
144; 0
145; 2484
146; 2487
147; 0
148; 0
149; 0
150; 2384
151; 2384
152; 2486
153; 2384
154; 2384
155; 0
156; 0
157; 0
158; 0
159; 0
160; 0
161; 0
162; 0
163; 0
164; 0
165; 0
166; 0
167; 0
168; 0
169; 0
170; 0
171; 0
172; 2488
173; 2488
174; 2488
175; 0
176; 2488
177; 0
178; 0
179; 0
180; 0
181; 0
